rank,domain,syllables,ending,sound_note,checked_at
232,"dindox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.034Z
233,"donkok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
234,"dultuk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
235,"gerkax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
236,"girnak.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ak hard ending",2026-07-24T03:30:54.032Z
237,"goltir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.032Z
238,"gutrar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.034Z
239,"karkik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.032Z
240,"kertul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.035Z
241,"kivrik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.033Z
242,"paldut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.033Z
243,"pestur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
244,"pirkuk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
245,"pordul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
246,"pumbus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.033Z
247,"taldul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
248,"teskul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.035Z
249,"tirnis.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -is hard ending",2026-07-24T03:30:54.034Z
250,"tonsas.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -as hard ending",2026-07-24T03:30:54.035Z
251,"tugret.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -et hard ending",2026-07-24T03:30:54.033Z
252,"cilvir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
253,"cugrut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.033Z
254,"haphen.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -en hard ending",2026-07-24T03:30:54.035Z
255,"hebrot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.032Z
256,"hintux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
257,"jarses.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
258,"jimpit.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -it hard ending",2026-07-24T03:30:54.033Z
259,"jogrot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
260,"jubrux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
261,"zegrok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
262,"zimpox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
263,"zolkas.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -as hard ending",2026-07-24T03:30:54.033Z
264,"thrabet.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -et hard ending",2026-07-24T03:30:54.035Z
265,"fafonx.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nx hard ending",2026-07-24T03:30:54.034Z
266,"fogurk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -rk hard ending",2026-07-24T03:30:54.034Z
267,"brizax.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
268,"clegox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.035Z
269,"croges.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -es hard ending",2026-07-24T03:30:54.032Z
270,"drevek.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ek hard ending",2026-07-24T03:30:54.032Z
271,"flegox.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
272,"frixet.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -et hard ending",2026-07-24T03:30:54.034Z
273,"glesuk.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -uk hard ending",2026-07-24T03:30:54.032Z
274,"grexot.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ot hard ending",2026-07-24T03:30:54.033Z
275,"plefox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
276,"prokux.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ux hard ending",2026-07-24T03:30:54.033Z
277,"slevat.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -at hard ending",2026-07-24T03:30:54.033Z
278,"spazun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
279,"stuluk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.034Z
280,"swamut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.035Z
281,"trogat.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -at hard ending",2026-07-24T03:30:54.034Z
282,"vrudax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
283,"ferkux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.033Z
284,"fifark.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -rk hard ending",2026-07-24T03:30:54.035Z
285,"furdax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.035Z
286,"ligrax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
287,"luskok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.033Z
288,"murkek.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ek hard ending",2026-07-24T03:30:54.032Z
289,"nartux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.032Z
290,"noskul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
291,"nuldix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
292,"rardes.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.032Z
293,"rermen.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -en hard ending",2026-07-24T03:30:54.032Z
294,"skekal.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -al hard ending",2026-07-24T03:30:54.033Z
295,"snexes.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
296,"sotrok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
297,"sulvot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
298,"verkir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.035Z
299,"vildul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
300,"vumbak.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ak hard ending",2026-07-24T03:30:54.033Z
301,"miphil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
302,"motrar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.035Z
303,"nigrur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
304,"rilkax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
305,"rortut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
306,"rubror.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.033Z
307,"baphil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
308,"bilvin.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -in hard ending",2026-07-24T03:30:54.034Z
309,"blatot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.035Z
310,"dankox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.032Z
311,"dephal.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -al hard ending",2026-07-24T03:30:54.032Z
312,"dinkux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
313,"dorsux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.033Z
314,"dultar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.033Z
315,"gerkix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
316,"girnok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.032Z
317,"kertun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.034Z
318,"kimpil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
319,"pedrar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.032Z
320,"pilvir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
321,"purtix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.033Z
322,"talkil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
323,"teskun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.034Z
324,"tirnot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.033Z
325,"tonsuk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.034Z
326,"tugrox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
327,"cundax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
328,"haphil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
329,"hirsox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
330,"jarsik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
331,"jinkak.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ak hard ending",2026-07-24T03:30:54.033Z
332,"jogrus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.033Z
333,"juldas.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -as hard ending",2026-07-24T03:30:54.034Z
334,"zelkes.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.033Z
335,"zimpux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.035Z
336,"zolkex.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ex hard ending",2026-07-24T03:30:54.033Z
337,"thrabit.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -it hard ending",2026-07-24T03:30:54.035Z
338,"fakird.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -rd hard ending",2026-07-24T03:30:54.032Z
339,"fomist.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -st hard ending",2026-07-24T03:30:54.034Z
340,"brizix.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
341,"clegux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.032Z
342,"crogik.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ik hard ending",2026-07-24T03:30:54.032Z
343,"driduk.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -uk hard ending",2026-07-24T03:30:54.032Z
344,"flogak.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ak hard ending",2026-07-24T03:30:54.034Z
345,"frixut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
346,"glevuk.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
347,"gribek.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ek hard ending",2026-07-24T03:30:54.034Z
348,"plafel.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -el hard ending",2026-07-24T03:30:54.034Z
349,"prubes.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -es hard ending",2026-07-24T03:30:54.035Z
350,"slobax.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
351,"spebir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
352,"stusor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.032Z
353,"swegun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.034Z
354,"trufek.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ek hard ending",2026-07-24T03:30:54.034Z
355,"vrudix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
356,"feldul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
357,"firkip.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ip hard ending",2026-07-24T03:30:54.033Z
358,"furdet.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -et hard ending",2026-07-24T03:30:54.033Z
359,"ligrix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
360,"lulkis.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -is hard ending",2026-07-24T03:30:54.035Z
361,"nartar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.034Z
362,"nobrul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
363,"nuldot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
364,"rardik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.032Z
365,"rermol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
366,"skekul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
367,"snexok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
368,"sovret.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -et hard ending",2026-07-24T03:30:54.033Z
369,"sulvux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
370,"vildun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
371,"vunuk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
372,"miphin.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -in hard ending",2026-07-24T03:30:54.033Z
373,"movrer.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.034Z
374,"nivrar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.033Z
375,"rilket.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -et hard ending",2026-07-24T03:30:54.032Z
376,"rornex.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ex hard ending",2026-07-24T03:30:54.034Z
377,"rubrur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
378,"baphor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.034Z
379,"blatut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.032Z
380,"dankux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
381,"dephel.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -el hard ending",2026-07-24T03:30:54.032Z
382,"dirdis.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -is hard ending",2026-07-24T03:30:54.034Z
383,"dordil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
384,"durtin.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -in hard ending",2026-07-24T03:30:54.034Z
385,"genkul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
386,"kitrar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.034Z
387,"penkil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
388,"pumbil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
389,"tedril.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.035Z
390,"tirnux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.033Z
391,"tolkol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.033Z
392,"tugrus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.034Z
393,"cundix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
394,"hirsux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.035Z
395,"jarsot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.035Z
396,"jirtax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.033Z
397,"jonkis.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -is hard ending",2026-07-24T03:30:54.033Z
398,"juldox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
399,"zelkok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.033Z
400,"zonsas.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -as hard ending",2026-07-24T03:30:54.033Z
401,"thrabos.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -os hard ending",2026-07-24T03:30:54.033Z
402,"falusk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -sk hard ending",2026-07-24T03:30:54.033Z
403,"fompop.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -op hard ending",2026-07-24T03:30:54.034Z
404,"brubok.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ok hard ending",2026-07-24T03:30:54.033Z
405,"clibik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
406,"crogit.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -it hard ending",2026-07-24T03:30:54.034Z
407,"drisat.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -at hard ending",2026-07-24T03:30:54.034Z
408,"flogut.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
409,"frotat.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -at hard ending",2026-07-24T03:30:54.034Z
410,"glexik.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
411,"groxek.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ek hard ending",2026-07-24T03:30:54.032Z
412,"plarik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
413,"prubus.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -us hard ending",2026-07-24T03:30:54.035Z
414,"slobix.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
415,"spebor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.033Z
416,"stusur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.032Z
417,"swirik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
418,"trekir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
419,"vruvak.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ak hard ending",2026-07-24T03:30:54.034Z
420,"feldun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.032Z
421,"fixunx.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nx hard ending",2026-07-24T03:30:54.033Z
422,"furdit.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -it hard ending",2026-07-24T03:30:54.033Z
423,"lilkox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.034Z
424,"lumput.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.033Z
425,"nobrun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.035Z
426,"nuldus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.032Z
427,"rardos.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -os hard ending",2026-07-24T03:30:54.032Z
428,"rermon.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -on hard ending",2026-07-24T03:30:54.033Z
429,"skeluk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.034Z
430,"snexot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.032Z
431,"sovrut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.033Z
432,"sumbak.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ak hard ending",2026-07-24T03:30:54.035Z
433,"vinkil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
434,"vulkir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
435,"miphur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.035Z
436,"movrur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
437,"rilkix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
438,"rornir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.035Z
439,"ruldar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.034Z
440,"baphur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
441,"blatux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.035Z
442,"dephol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.035Z
443,"dirdox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
444,"dordul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
445,"durtun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.034Z
446,"genkur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
447,"pumbin.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -in hard ending",2026-07-24T03:30:54.035Z
448,"tedrul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
449,"toltar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.034Z
450,"tugrut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.032Z
451,"custir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
452,"jirtix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.033Z
453,"jonkuk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
454,"julvit.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -it hard ending",2026-07-24T03:30:54.033Z
455,"zelkus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.033Z
456,"zonsuk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
457,"thrabus.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -us hard ending",2026-07-24T03:30:54.033Z
458,"fapinx.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nx hard ending",2026-07-24T03:30:54.035Z
459,"fonsop.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -op hard ending",2026-07-24T03:30:54.032Z
460,"brubuk.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
461,"clozax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
462,"crogut.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
